db_name,canonical_name,lat,long,checked
WARRING N DERBY,"Warring St:Derby St, Berkeley, CA 94704, USA",37.862456,-122.250205,
GRIZZLY PEAK BLVD PEAK BLVD/CENTENNIAL,"Centennial Dr, Berkeley, CA, USA",37.8779175,-122.2434931,
IFO 2227 PIEDMONT,None,None,None,
200 SPROUL HALL,"Sproul Hall, Barrow Ln, Berkeley, CA 94704, USA",37.8695068,-122.2587781,
COLLEGE / RUSSELL,"College Ave & Russell St, Berkeley, CA 94705, USA",37.8584799,-122.2531821,
2600 COLLEGE,"2600 College Ave, Berkeley, CA 94704, USA",37.863599,-122.253711,
2600 ELLSWORTH,"2600 Ellsworth St, Berkeley, CA 94704, USA",37.8625428,-122.2627387,
PARK/SHA,"Berkeley, CA, USA",37.8715926,-122.272747,
BOW CHA,"Berkeley, CA, USA",37.8715926,-122.272747,
TELEGRAPH CHANNING,"Channing, Berkeley, CA 94704, USA",37.8667386,-122.2615781,
2626 MYRTLE,"2626 Myrtle St, Oakland, CA 94607, USA",37.818215,-122.278115,
HEARST SHATTUCK,"Hearst Ave. & Shattuck Ave., Berkeley, CA 94704, USA",37.873839,-122.268164,
BAN/BOWD,"Berkeley, CA, USA",37.8715926,-122.272747,
2251 COLLEGE AVE,"2251 College Ave, Berkeley, CA 94704, USA",37.8702033,-122.2538407,
PIEDMONT/HASTE,"Piedmont Ave & Haste St, Berkeley, CA 94704, USA",37.8668214,-122.2518383,
OXFORD ADDISON,"Addison St:Oxford St, Berkeley, CA 94704, USA",37.871293,-122.266549,
REGENT DWIGHT,"Dwight Way, Berkeley, CA, USA",37.8636593,-122.2698367,
HEARST / SHATTUCK,"Shattuck Ave & Hearst Ave, Berkeley, CA 94709, USA",37.8738795,-122.2685274,
CHANNING /TELEGRAPH,"Telegraph Ave & Channing Way, Berkeley, CA 94704, USA",37.866914,-122.2587858,
2601 CHANNING,"2601 Channing Way, Berkeley, CA 94704, USA",37.867499,-122.256302,
2513 ELLSWORTH,"2513 Ellsworth St, Berkeley, CA 94704, USA",37.8638536,-122.2628307,
2720 BANCROFT,"2720 Bancroft Way, Berkeley, CA 94704, USA",37.8693724,-122.253921,
18 ALVAREZ ROAD,"Alvarez Rd, Berkeley, CA 94720, USA",37.8787385,-122.2532631,
DUR DANA,"Durant Av:Dana St, Berkeley, CA 94704, USA",37.867422,-122.261416,
1720 NOVATO BLVD,"Berkeley, CA, USA",37.8715926,-122.272747,
UNIT-2 GRIFFITH HALL,"Griffiths Hall, #2, Berkeley, CA 94720, USA",37.8658151,-122.2542694,
RIMWAY/STADIUM,"Stadium Rim Way, Berkeley, CA, USA",37.8722193,-122.2512802,
100 SPINNAKER WAY SAUSALITO,"100 Spinnaker Dr, Sausalito, CA 94965, USA",37.8590704,-122.4781957,
STADIUM PARKING STRUCTURE,"Berkeley, CA, USA",37.8715926,-122.272747,
BANCROFT AND DANA,"Bancroft Way & Dana St, Berkeley, CA 94720, USA",37.8684357,-122.2614604,
N/HEARST MINING CIR,"Hearst Mining Circle, Oppenheimer Way, Berkeley, CA 94720, USA",37.8735547,-122.2570583,
BANCROFT WARR,"Bancroft Way, Berkeley, CA, USA",37.8666995,-122.2747672,
107E MCLAUGHLIN HALL,"McLauglin Hall, McLaughlin Hall, Berkeley, CA 94720, USA",37.8738011,-122.2589949,
BODAGA BAY,"Berkeley, CA, USA",37.8715926,-122.272747,
LAGUNA HILLS,"Berkeley, CA, USA",37.8715926,-122.272747,
3RD AND WASHINGTON,"Berkeley, CA, USA",37.8715926,-122.272747,
UNIT-3 NORTON HALL,"Berkeley, CA, USA",37.8715926,-122.272747,
209 KROEBER HALL,"Kroeber Hall, Berkeley, CA 94720, USA",37.869853,-122.2551518,
DWINELLE,"Dwinelle, South Dr, Berkeley, CA 94720, USA",37.87077,-122.2605773,
544 CLEVELAND AVE,"544 Cleveland Ave, Berkeley, CA 94710, USA",37.895301,-122.309081,
2398 BANCROFT WAY,"2398 Bancroft Way, Berkeley, CA 94704, USA",37.8681539,-122.261688,
BERKELEY BART,"North Berkeley BART Station, 1750 Sacramento St, Berkeley, CA 94702, USA",37.8739774,-122.2834016,
US POSTAL SERVICE,"US Post Office, 2111 San Pablo Ave, Berkeley, CA 94702, USA",37.8678061,-122.2913243,
LBNL/DOE,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
JGP,"Berkeley, CA, USA",37.8715926,-122.272747,
1517 WALNUT ST,"1517 Walnut St, Berkeley, CA 94709, USA",37.879817,-122.267799,
COLLEGE AND BANCROFT,"Bancroft Way & College Ave, Berkeley, CA 94704, USA",37.8692972,-122.2546034,
44 DWINELLE HALL,"Dwinelle, South Dr, Berkeley, CA 94720, USA",37.87077,-122.2605773,
SURGE TRAILERS,"Berkeley, CA, USA",37.8715926,-122.272747,
UNKNOWN FRATERNITY,"Berkeley, CA, USA",37.8715926,-122.272747,
PLANT CONSERVATION,"Berkeley, CA, USA",37.8715926,-122.272747,
UC OFFICE OF THE PRESIDENT,"Berkeley, CA, USA",37.8715926,-122.272747,
2232 BLAKE,"2232 Blake St, Berkeley, CA 94704, USA",37.8633049,-122.263353,
TELE BNT,"Telegraph Ave, Berkeley, CA, USA",37.8607857,-122.2590742,
6001 ROCKWELL ST,"6001 Rockwell St, Oakland, CA 94618, USA",37.8494124,-122.248894,
2243 PIEDMONT AV,"2243 Piedmont Ave, Berkeley, CA 94704, USA",37.870392,-122.2523799,
TELEGRAPH/WOOLSEY,"Telegraph Ave & Woolsey St, Berkeley, CA 94705, USA",37.8529677,-122.2601833,
DUR-TEL,"Durant Av:Telegraph Av, Berkeley, CA 94704, USA",37.867717,-122.259199,
UNIT-1 CHRISTIAN WORKOUT ROOM,"Berkeley, CA, USA",37.8715926,-122.272747,
2513 PIEDMONT AV,"2513 Piedmont Ave, Berkeley, CA 94704, USA",37.8655736,-122.2513296,
8TH GILMAN,"Gilman St:8th St, Berkeley, CA 94710, USA",37.879903,-122.299063,
OXFORD & CENTER ST,"Oxford St & Center St, Berkeley, CA 94704, USA",37.8705998,-122.2659311,
64 SHATTUCK AV,"64 Shattuck Ave, Berkeley, CA 94704, USA",37.871631,-122.2680416,
HOYT HALL,"Hoyt Hall, 2519 Ridge Rd, Berkeley, CA 94709, USA",37.8762983,-122.2597655,
CHANN/PROSP,"Berkeley, CA, USA",37.8715926,-122.272747,
CHILTON/PARKER,"Parker St & Chilton Way, Berkeley, CA 94704, USA",37.8631575,-122.2595628,
UVA-132,University Village Apartments,37.8849256,-122.3010808,
UVA-137,University Village Apartments,37.8849256,-122.3010808,
UNIVERSITY HALL LOT,"Berkeley, CA, USA",37.8715926,-122.272747,
2585 TELEGRAPH AVE,"2585 Telegraph Ave, Berkeley, CA 94704, USA",37.8637101,-122.2582737,
JOSHUA TREE,"Berkeley, CA, USA",37.8715926,-122.272747,
605 OHLONE WAY,"605 Ohlone Ave, Albany, CA 94706, USA",37.8852204,-122.3027025,
400 BLK BOWDITCH,"Bowditch St, Berkeley, CA, USA",37.8672098,-122.2565217,
DUR-FUL,"Berkeley, CA, USA",37.8715926,-122.272747,
PARKER/PIEDMONT,"Piedmont Ave & Parker St, Berkeley, CA 94704, USA",37.8640777,-122.2514871,
CHANNING / PIEDMONT,"Piedmont Avenue @ Channing Way, Berkeley, CA 94704, USA",37.867478,-122.251992,
1200 SAN PABLO,"1200 San Pablo Ave, Berkeley, CA 94706, USA",37.88197,-122.296689,
LBNL LOT D,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
FULTON BANCROFT,"Bancroft /Fulton Parking Lot, Berkeley, CA 94704, USA",37.8675781,-122.2651172,
COLL/BAN,"Berkeley, CA, USA",37.8715926,-122.272747,
CLAYTON,"Clayton Ave, El Cerrito, CA 94530, USA",37.9066552,-122.2963264,
BANCROFT /ELLSWORTH,"Bancroft Way & Ellsworth St, Berkeley, CA 94704, USA",37.8681263,-122.2637263,
SAN PABLO/ SOLANO AVE,"San Pablo Ave & Solano Ave, Albany, CA 94706, USA",37.8902812,-122.2988856,
2455 PROSPECT,"2455 Prospect St, Berkeley, CA 94704, USA",37.8662334,-122.2493761,
PROSPECT CHANNING,"Berkeley, CA, USA",37.8715926,-122.272747,
DAVIS CA,"Davis Hall, Berkeley, CA 94720, USA",37.8746326,-122.2581201,
100 BERKELEY SQUARE,"100 Berkeley Way, Berkeley, CA 94704, USA",37.8710809,-122.267947,
642 BARROWS HALL,"Barrows Hall, Berkeley, CA 94720, USA",37.8700441,-122.2579335,
150 MOFFITT LIBRARY,"Moffitt Undergraduate Library, 350 University Dr, Berkeley, CA 94720, USA",37.8725425,-122.2608496,
2120 OXFORD TRACT,"Berkeley, CA, USA",37.8715926,-122.272747,
SIX FLAGS VALLEJO,"Berkeley, CA, USA",37.8715926,-122.272747,
GRIZZLY PEAK BLVD PEAK / SP 14,"Berkeley, CA, USA",37.8715926,-122.272747,
OXFORD TOUCHLESS,"Berkeley, CA, USA",37.8715926,-122.272747,
MATH SCIENCES,"Mathematical Sciences Research Institute, 17 Gauss Way, Berkeley, CA 94720, USA",37.8798164,-122.2443215,
UVA COMPUTER TRAILER,University Village Apartments,37.8849256,-122.3010808,
"12708 CUMPSTON ST, VALLEY VLG","Berkeley, CA, USA",37.8715926,-122.272747,
2455 PROSPECT ST,"2455 Prospect St, Berkeley, CA 94704, USA",37.8662334,-122.2493761,
3747 GRAND AVE,"3747 W Grand Ave, Oakland, CA 94607, USA",37.8228106,-122.3003758,
2728 CHAN,"2728 Channing Way, Berkeley, CA 94704, USA",37.8673613,-122.2528495,
EDWARDS TRACK/W,"Edwards Track, Berkeley, CA 94704, USA",37.8690062,-122.2648111,
DURANT E OF TELE,"Durant Av:Telegraph Av, Berkeley, CA 94704, USA",37.867717,-122.259199,
2520 DURANT AV,"2520 Durant Ave, Berkeley, CA 94704, USA",37.867667,-122.257862,
2484 SHATTUCK AVE,"2484 Shattuck Ave, Berkeley, CA 94704, USA",37.864112,-122.267973,
2600 HEARST ST,"2600 Hearst Ave, Berkeley, CA 94709, USA",37.8754729,-122.25709,
HEARST MLK,"Martin Luther King Jr Way:Hearst Av, Berkeley, CA 94703, USA",37.873426,-122.273302,
849 EAST STANLEY,"Stanley Hall, Berkeley, CA 94720, USA",37.8740002,-122.2560525,
LBNL-GRIZZLY GATE,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
UNIVERSITY/BONAR,"University Ave & Bonar St, Berkeley, CA 94702, USA",37.8696459,-122.2874929,
OXF N HEARST,"Oxford St & Hearst Ave, Berkeley, CA 94720, USA",37.8741471,-122.2662241,
DURANT E COLL,"Durant Av:College Av, Berkeley, CA 94704, USA",37.868302,-122.254628,
2441 DURANT,"2441 Durant Ave, Berkeley, CA 94704, USA",37.867924,-122.2593741,
SACRAMENTO POLICE ACADEMY,"Berkeley, CA, USA",37.8715926,-122.272747,
NORTH CO JAIL,"Naval Brig Building 670, 1080 Avenue M, San Francisco, CA 94130, USA",37.8291732,-122.3687757,
HEARST EUC,"Berkeley, CA, USA",37.8715926,-122.272747,
2444 CARLETON ST,"2444 Carleton St, Berkeley, CA 94704, USA",37.862301,-122.258037,
DURANT/ IFO TOP DOG,"Berkeley, CA, USA",37.8715926,-122.272747,
SHATTUCK S ROSE,"Shattuck Pl:Rose St, Berkeley, CA 94709, USA",37.881703,-122.270355,
9946 GIBRALTAR RD,"Berkeley, CA, USA",37.8715926,-122.272747,
FRESNO CA,"Fresno Ave, Berkeley, CA 94707, USA",37.8890019,-122.2776739,
CHAN DANA,"Dana St, Berkeley, CA, USA",37.8608143,-122.2599172,
2511 PIEDMONT AVE,"2511 Piedmont Ave, Berkeley, CA 94704, USA",37.8657122,-122.2513478,
ALBANY CA,"California St, Berkeley, CA, USA",37.867862,-122.2794858,
299 PANORAMIC WAY,"299 Panoramic Way, Berkeley, CA 94704, USA",37.870049,-122.246307,
2817 HILLEGASS,"2817 Hillegass Ave, Berkeley, CA 94705, USA",37.859412,-122.255476,
0 LBNL-46,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
RUSSELL/TELE,"Telegraph Ave & Russell St, Berkeley, CA 94705, USA",37.8576734,-122.2595135,
DWI HILLSIDE,"Berkeley, CA, USA",37.8715926,-122.272747,
2600 CHANNING WAY,"2600 Channing Way, Berkeley, CA 94720, USA",37.8671982,-122.2564961,
UNIV/ W SHATTUCK,"University Av:Shattuck Av, Berkeley, CA 94704, USA",37.872119,-122.267984,
2500 CHANNING WAY,"2500 Channing Way, Berkeley, CA 94704, USA",37.8669026,-122.2587602,
600 GOODING WY,"600 Gooding Way, Albany, CA 94706, USA",37.8841439,-122.3014511,
TENNYSON / HUNTWOOD,"Berkeley, CA, USA",37.8715926,-122.272747,
2210 SHATTUCK AV,"2210 Shattuck Ave, Berkeley, CA 94704, USA",37.8689223,-122.2682056,
2449 DWIGHT WAY,"2449 Dwight Way, Berkeley, CA 94704, USA",37.8652025,-122.2586435,
EUC RIDGE,"Berkeley, CA, USA",37.8715926,-122.272747,
BLAKE/ W SHATTUCK,"Shattuck Ave & Blake St, Berkeley, CA 94704, USA",37.8630812,-122.2671851,
UNI E 7TH,"7th St, Berkeley, CA 94710, USA",37.8743151,-122.298575,
GRIZZLY PEAK BLVD SP 15,"Berkeley, CA, USA",37.8715926,-122.272747,
1918 UNIVERSITY AV,"1918 University Ave, Berkeley, CA 94704, USA",37.8714027,-122.2724792,
UVA-103 945 OHLONE AVE,University Village Apartments,37.8849256,-122.3010808,
PIED N CHANN,"Berkeley, CA, USA",37.8715926,-122.272747,
GP/CENTIENNEL,"Berkeley, CA, USA",37.8715926,-122.272747,
TULLY`S CAFE`,"Berkeley, CA, USA",37.8715926,-122.272747,
2429 BLAKE,"2429 Blake St, Berkeley, CA 94704, USA",37.864367,-122.259286,
2525 TELEGRAPH AV,None,None,None,
2365 TELEGRAPH AV,"2365 Telegraph Ave, Berkeley, CA 94704, USA",37.8675259,-122.2588971,
2175 DWIGHT WAY,"2175 Dwight Way, Berkeley, CA 94704, USA",37.8643645,-122.2656206,
SHATTUCK/LINCOLN,"Shattuck Ave & Lincoln St, Berkeley, CA 94709, USA",37.8774921,-122.268936,
HILLEGASS DWIGHT,"Dwight Way, Berkeley, CA, USA",37.8636593,-122.2698367,
1854 EUCLID AV,"1854 Euclid Ave, Berkeley, CA 94709, USA",37.8754112,-122.2602347,
FIRE TRAIL,"Fire Trail, Berkeley, CA 94705, USA",37.874081,-122.2274564,
155 DWINELLE HALL,"Dwinelle, South Dr, Berkeley, CA 94720, USA",37.87077,-122.2605773,
6TH STREET/RED OAK,"6th St & Red Oak Ave, Albany, CA 94710, USA",37.8830634,-122.302503,
LIBERTY SHIP WAY,"Liberty Ship, Albany, CA 94706, USA",37.8840184,-122.3044786,
BANC SPIEK PLA,"Berkeley, CA, USA",37.8715926,-122.272747,
DANA BANCROFT LOT,"Berkeley, CA, USA",37.8715926,-122.272747,
342 63RD ST,"342 63rd St, Oakland, CA 94618, USA",37.850323,-122.254173,
SAN JOSE,"San Jose Ave, Richmond, CA 94804, USA",37.9032989,-122.3078745,
DERB WAR,None,None,None,
2311 DURANT,"2311 Durant Ave, Berkeley, CA 94704, USA",37.8674244,-122.2621322,
2431 DURANT,"2431 Durant Ave, Berkeley, CA 94704, USA",37.8679677,-122.2599769,
2001 ADDISON,"2001 Addison St, Berkeley, CA 94704, USA",37.871005,-122.270361,
CHANNING - PROSPECT/PIEDMONT,"Berkeley, CA, USA",37.8715926,-122.272747,
ALHAMBRA CA,"S Berkeley Ave, California, USA",34.1408083,-118.1094549,
CKC - GOLDEN BEAR REC CENTER,"Clark Kerr Campus, 2602 Warring St, Berkeley, CA 94720, USA",37.8641271,-122.2503106,
2419 DURANT AV,"2419 Durant Ave, Berkeley, CA 94704, USA",37.8678929,-122.2604443,
SOUTH SAN FRANCSICO,"Berkeley, CA, USA",37.8715926,-122.272747,
2338 DURANT AV,"2338 Durant Ave, Berkeley, CA 94704, USA",37.8673977,-122.2621106,
3040 BANCROFT WAY,"3040 Bancroft Way, Berkeley, CA 94704, USA",37.8694199,-122.2497358,
MONROE W OF 10TH,"Berkeley, CA, USA",37.8715926,-122.272747,
2338 BANCROFT,"2338 Bancroft Way, Berkeley, CA 94704, USA",37.868083,-122.2627844,
1600 UNIVERSITY AVE,"1600 University Ave, Berkeley, CA 94703, USA",37.870433,-122.279535,
US MAIL,"Berkeley, CA, USA",37.8715926,-122.272747,
VALLEJO,"Vallejo St, Berkeley, CA 94707, USA",37.8994363,-122.2796726,
2708 CHANNING,"2708 Channing Way, Berkeley, CA 94704, USA",37.8673972,-122.2537282,
900 GILMAN,"900 Gilman St, Berkeley, CA 94710, USA",37.8794497,-122.3000901,
2339 HAST ST,"2339 Haste St, Berkeley, CA 94704, USA",37.8658494,-122.2615313,
13892 DOOLITTLE DR,"Berkeley, CA, USA",37.8715926,-122.272747,
40TH ST & WEST ST,"40th St & West St, Oakland, CA 94609, USA",37.8302371,-122.270985,
PESCADERA BEACH,"Berkeley, CA, USA",37.8715926,-122.272747,
MAXWELL FAMILY FIELD,"Berkeley, CA, USA",37.8715926,-122.272747,
1314 7TH ST,"1314 7th St, Berkeley, CA 94710, USA",37.8790083,-122.3004495,
12000 MARSH CREEK RD,"Berkeley Ave, Irvine, CA 92612, USA",33.649393,-117.835408,
2360 PROSPECT,"2360 Prospect St, Berkeley, CA 94704, USA",37.8681722,-122.250155,
DWIGHT HILLEGASS,"Berkeley, CA, USA",37.8715926,-122.272747,
DWIGHT/PIED,"Dwight Way & Piedmont Ave, Berkeley, CA 94704, USA",37.8659016,-122.251239,
UNIT-1 DINING,"Berkeley, CA, USA",37.8715926,-122.272747,
DWI E FULTON,"Berkeley, CA, USA",37.8715926,-122.272747,
MONTEREY BAY CA,"Berkeley Way, San Francisco, CA 94131, USA",37.7389192,-122.4382607,
CHANNING/COLLEGE,"College Ave & Channing Way, Berkeley, CA 94704, USA",37.8674951,-122.2542489,
CHANNING / PROSPECT,"Channing Way & Prospect St, Berkeley, CA 94704, USA",37.8680493,-122.2499457,
1700 LEROY,"1700 Le Roy Ave, Berkeley, CA 94709, USA",37.877736,-122.259087,
NEW HAMPSHIRE,"Berkeley Ave, Claremont, NH 03743, USA",43.3702925,-72.3585578,
WARRING DERBY,"Warring St:Derby St, Berkeley, CA 94704, USA",37.862456,-122.250205,
ERHMAN HALL,"Ehrman Hall, Berkeley, CA 94720, USA",37.8658323,-122.2553345,
2404 DANA,"2404 Dana St, Berkeley, CA 94704, USA",37.8664166,-122.2610652,
165 MCCONE HALL,"McCone Hall, Berkeley, CA 94709, USA",37.8740981,-122.2596515,
2961 ASHBY,"2961 Ashby Ave, Berkeley, CA 94705, USA",37.858314,-122.245707,
2700 DANA ST,"2700 Dana St, Berkeley, CA 94705, USA",37.8610913,-122.2601962,
UVA- PLAYGROUND,University Village Apartments,37.8849256,-122.3010808,
2667 PARKER,"2667 Parker St, Berkeley, CA 94704, USA",37.8637391,-122.2541229,
6TH ST/RED OAK AVE,"6th St & Red Oak Ave, Albany, CA 94710, USA",37.8830634,-122.302503,
GILLMAN CURTIS,"Gilman St:Curtis St, Berkeley, CA 94702, USA",37.881348,-122.289873,
CHA/TELE,"Telegraph Ave, Berkeley, CA, USA",37.8607857,-122.2590742,
BOW N DUR,"Durant Ave, Berkeley, CA 94704, USA",37.8675165,-122.2612739,
BANCROFT/ W PIEDMONT,"Bancroft Way & Piedmont Ave, Berkeley, CA 94704, USA",37.8695901,-122.2523046,
DURANT/ E DANA,"Durant Ave & Dana St, Berkeley, CA 94704, USA",37.8675165,-122.2612739,
CAMPANILE SOUTH SIDE OBSERVATION DECK,"Berkeley, CA, USA",37.8715926,-122.272747,
1050 MONROE,"1050 Monroe St, Albany, CA 94706, USA",37.8842933,-122.2987097,
WICKSON BR,"Wickson Rd, Berkeley, CA 94709, USA",37.8727721,-122.2626207,
FUL S BAN,"Berkeley, CA, USA",37.8715926,-122.272747,
2029 BERKELEY,"2029 Berkeley Way, Berkeley, CA 94704, USA",37.8731536,-122.269238,
BELGUIM,"Berkeley, CA, USA",37.8715926,-122.272747,
0 CKC-4,"Clark Kerr Campus, 2602 Warring St, Berkeley, CA 94720, USA",37.8641271,-122.2503106,
RED OAK LIBERTY SHIP,"Berkeley, CA, USA",37.8715926,-122.272747,
711 PARKING LOT,"711 Park Way, Berkeley, CA 94710, USA",37.8797809,-122.3041777,
EZ 8 MOTEL 5555 CEDAR NEWARK,"Berkeley, CA, USA",37.8715926,-122.272747,
UNIV VET HOSPITAL BERKELEY,"Campus Veterinary Clinic, 1807 M.L.K. Jr Way, Berkeley, CA 94709, USA",37.8739302,-122.2730113,
1865 UNI,"1865 University Ave, Berkeley, CA 94703, USA",37.871735,-122.2738464,
SIGNPOST 16,"Berkeley, CA, USA",37.8715926,-122.272747,
10 BOALT HALL,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
GRIZZLY PEAK BLVD PEAK/SOUTH DR,"Grizzly Peak Chill Spot, 4348 Grizzly Peak Blvd, Berkeley, CA 94705, USA",37.8722807,-122.2204686,
SANTA CRUZ CA,"Berkeley Way, Santa Cruz, CA 95062, USA",36.9826081,-122.0162163,
URBAN OUTFITTERS,"Berkeley, CA, USA",37.8715926,-122.272747,
SHATTUCK/BERKELEY WAY LOT,"Berkeley, CA, USA",37.8715926,-122.272747,
1000 JACKSON STREET,"1000 Jackson St, Albany, CA 94706, USA",37.8867825,-122.3012132,
1000 GILMAN ST,"1000 Gilman St, Berkeley, CA 94710, USA",37.879879,-122.29775,
TELEGRAPH/DWIGHT,"Telegraph Ave & Dwight Way, Berkeley, CA 94704, USA",37.8651365,-122.2584315,
BIG C,"Big C, Berkeley, CA 94720, USA",37.874585,-122.249622,
2146 CENTER,"2146 Center St, Berkeley, CA 94704, USA",37.8704293,-122.2670388,
LBNL-55,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
RED OAK LIBERTY,"Berkeley, CA, USA",37.8715926,-122.272747,
DERBY / PIEDMONT,"Piedmont Ave & Derby St, Berkeley, CA 94705, USA",37.8622445,-122.2512193,
LBNL 7,"University of California Museum of Paleontology, Naval Architects Building, Berkeley, CA 94720, USA",37.8749916,-122.2590523,
PEOPLES PARK / NW,"People's Park, 2556 Haste St, Berkeley, CA 94704, USA",37.8658134,-122.2570583,
WITTER FIELD SERGE,"Berkeley, CA, USA",37.8715926,-122.272747,
S/VLSB,"Berkeley, CA, USA",37.8715926,-122.272747,
OHLONE PARK,"Ohlone Park, 1701 Hearst Ave, Berkeley, CA 94703, USA",37.8730109,-122.277223,
OXFORD S/ FRANK SCHLESSINGER,"Oxford St & Frank Schlessinger Way, Berkeley, CA 94720, USA",37.8701958,-122.2657678,
MONROE / SAN PABLO,"San Pablo Ave & Monroe St, Albany, CA 94706, USA",37.884638,-122.297133,
BAN E SHATT,"Berkeley, CA, USA",37.8715926,-122.272747,
CONSTITUTION SQUARE,"Berkeley, CA, USA",37.8715926,-122.272747,
SHATTUCK RUSSELL,"Shattuck Av:Russell St, Berkeley, CA 94703, USA",37.85682,-122.266807,
MAXWELL FIELD LOT,"Berkeley, CA, USA",37.8715926,-122.272747,
HAS W PIED,"Piedmont Ave, Berkeley, CA, USA",37.8640777,-122.2514871,
50 UNIVERSITY HALL,"University Hall, Oxford St, Berkeley, CA 94704, USA",37.8719085,-122.2664944,
GIAUQUE HALL,"Gilman Hall, Berkeley, CA 94720, USA",37.8726546,-122.2563024,
SHATTUCK / UNIVERSITY,"University Ave & Shattuck Ave, Berkeley, CA 94704, USA",37.8721732,-122.2678009,
1465 - 6TH ST,"1465 6th St, Berkeley, CA 94710, USA",37.876125,-122.299914,
2424 STUART ST,"2424 Stuart St, Berkeley, CA 94705, USA",37.859429,-122.257927,
370 DWINELLE HALL,"Dwinelle, South Dr, Berkeley, CA 94720, USA",37.87077,-122.2605773,
STUART/ E TELE,"Telegraph Ave & Stuart St, Berkeley, CA 94705, USA",37.8595436,-122.2591652,
BOWDITCH HASTE,"Haste St, Berkeley, CA, USA",37.8657305,-122.260915,
2560 BANCROFT,"2560 Bancroft Way, Berkeley, CA 94704, USA",37.8688925,-122.2576958,
SO CAL,"California St, Berkeley, CA, USA",37.8637919,-122.2790677,
WITTER SERGE BLDG,"Berkeley, CA, USA",37.8715926,-122.272747,
MILVIA/ALLSTON,"Milvia St & Allston Way, Berkeley, CA 94704, USA",37.8690594,-122.2704546,
I HOUSE HALL OF HISTORY,"Berkeley, CA, USA",37.8715926,-122.272747,
2418 DWIGHT WAY,"2418 Dwight Way, Berkeley, CA 94704, USA",37.864678,-122.259794,
RFS-421,"Berkeley, CA, USA",37.8715926,-122.272747,
PEOPLES PARK/N,"People's Park, 2556 Haste St, Berkeley, CA 94704, USA",37.8658134,-122.2570583,
GREEK/NORTH GATE,"Berkeley St, Toronto, ON M5A, Canada",43.6605879,-79.3679186,
WARRING N DWI,"Dwight Way, Berkeley, CA, USA",37.8636593,-122.2698367,
RFS- 400,"Berkeley, CA, USA",37.8715926,-122.272747,
SHATTUCK ALLSTON,"Allston Way, Berkeley, CA, USA",37.8673683,-122.2817531,
2511 CHANINNG,"2511 Channing Way, Berkeley, CA 94704, USA",37.8671922,-122.25833,
687 EVANS HALL,"Evans Hall, Berkeley, CA 94720, USA",37.8736514,-122.2577944,
10TH W SAN PABLO,"Berkeley, San Pablo, CA 94806, USA",37.9999768,-122.3255965,
1955 SAN PABLO,None,None,None,
CLAREMONT TRAIL,"Claremont Blvd, Berkeley, CA 94705, USA",37.8606891,-122.2456956,
UNSPECIFIED FRATERNITY,"Berkeley, CA, USA",37.8715926,-122.272747,
BANCROFT/PIED,"Bancroft Way & Piedmont Ave, Berkeley, CA 94704, USA",37.8695901,-122.2523046,
45 HILGARD HALL,"Hilgard Hall, Berkeley, CA 94720, USA",37.8733109,-122.2634045,
6930 VILLAGE PRKWAY,"Berkeley Way, Sacramento, CA 95819, USA",38.5627114,-121.4540949,
FULTON/N/HASTE,"Haste St & Fulton St, Berkeley, CA 94704, USA",37.8651475,-122.265459,
RED OAK / LIBERTY SHIP,"Red Oak Ave & Liberty Ship, Albany, CA 94706, USA",37.8831397,-122.3041699,
2101 VALLEY LSB,"Valley Life Sciences Building, Harmon Way, Berkeley, CA 94704, USA",37.8715305,-122.2620337,
2120 OX FORD,"2120 Oxford St, Berkeley, CA 94720, USA",37.870862,-122.2660877,
DANA AND DURANT,"Durant Ave & Dana St, Berkeley, CA 94704, USA",37.8675165,-122.2612739,
BEN /SDWIGHT,"Berkeley, CA, USA",37.8715926,-122.272747,
281 TAN HALL,"Tan Kah Kee Hall, University Dr, Berkeley, CA 94720, USA",37.8730955,-122.2563923,
1771 HIGHLAND PLACE,"1771 Highland Pl, Berkeley, CA 94709, USA",37.876602,-122.25547,
UNIT 2-TOWLE,"Towle Hall, #2, Berkeley, CA 94720, USA",37.8663429,-122.2546476,
RED OAK / 6TH,"6th St & Red Oak Ave, Albany, CA 94710, USA",37.8830634,-122.302503,
DURANT BOW,"Bowditch St, Berkeley, CA, USA",37.8672098,-122.2565217,
715 KINKEAD,"715 Kinkead Way, Albany, CA 94706, USA",37.8836953,-122.3025072,
DANA AND DWIGHT,"Dwight Way & Dana St, Berkeley, CA 94704, USA",37.8648334,-122.2607244,
SAN FRANCISCO AIRPORT,"Berkeley, CA, USA",37.8715926,-122.272747,
187 MCCONE HALL,"McCone Hall, Berkeley, CA 94709, USA",37.8740981,-122.2596515,
